CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.623497644,0,6.19938,1.0098,0.5069493,6.9464142,77.69223,3.30416658,7.9992,310.0086,17.39826,394.215822,9.929007,27.7695
0.61463853,0,6.19938,0,0.5069493,6.6828564,80.79192,3.30416658,7.9992,310.0086,17.39826,400.78962,7.59924,30.39498
0.315298467,0,6.19938,0,0.5039496,8.3470068,78.29217,2.92276512,7.9992,310.0086,17.39826,388.82349,4.139586,45.23904
0.526877307,0,6.19938,0,0.5039496,8.810505,82.9917,2.92276512,7.9992,310.0086,17.39826,385.7436,4.629537,50.49
0.382101786,0,6.19938,0,0.5039496,8.118792,86.49135,3.24721386,7.9992,310.0086,17.39826,391.176324,0,37.96848
0.412338762,0,6.19938,0,0.5039496,7.2331974,79.89201,3.24721386,7.9992,310.0086,17.39826,375.726384,6.359364,31.90968
0.298160181,0,6.19938,0,0.5039496,7.7613228,16.9983,3.40817598,7.9992,310.0086,17.39826,381.209598,0,47.15766
0,0,6.19938,0,0.5039496,6.6162096,21.39786,3.40817598,7.9992,310.0086,17.39826,384.067332,3.759624,31.8087
0.5369463,0,6.19938,0,0.5039496,6.0396138,68.09319,3.7074807,7.9992,310.0086,17.39826,382.05783,11.648835,24.53814
0.462913704,0,6.19938,0,0.5039496,7.4846376,76.89231,3.7074807,7.9992,310.0086,17.39826,379.826172,5.249475,32.01066
0.575232471,0,6.19938,0,0.5069493,8.4187026,73.29267,3.87601632,7.9992,310.0086,17.39826,389.691918,2.469753,42.10866
0.331436853,0,6.19938,0,0.5069493,8.3278206,0,3.68768862,7.9992,310.0086,17.39826,382.66371,3.949605,48.77334
0.447865209,0,6.19938,1.0098,0.5069493,6.7919148,66.49335,3.68768862,7.9992,310.0086,17.39826,363.72996,8.049195,29.2842
0.330416955,0,6.19938,0,0.5069493,6.1456428,61.49385,3.68768862,7.9992,310.0086,17.39826,380.44215,10.878912,24.2352
0,0,6.19938,1.0098,0.5069493,6.6959838,76.49235,4.1886504,7.9992,310.0086,17.39826,392.25681,9.539046,25.34598
0.511778817,0,6.19938,0,0.5069493,7.4301084,71.59284,4.1886504,7.9992,310.0086,17.39826,393.892686,4.729527,31.8087
0.082431756,0,4.929507,0,0.4279572,6.5445138,18.49815,6.25056102,5.9994,302.94,16.59834,383.128218,6.359364,23.93226
0.092510748,30.294,4.929507,0,0.4279572,6.6707388,42.19578,6.25056102,5.9994,302.94,16.59834,387.541044,7.369263,23.52834
0.113278671,30.294,4.929507,0,0.4279572,6.9645906,54.29457,6.39819378,5.9994,302.94,16.59834,395.08425,11.378862,22.2156
0,30.294,4.929507,0,0.4279572,6.154731,65.09349,6.39819378,5.9994,302.94,16.59834,398.487276,12.39876,20.29698
0.10288971,30.294,4.929507,0,0.4279572,6.4203084,52.89471,7.1044479,5.9994,302.94,16.59834,376.40295,11.218878,22.41756
0.127557243,30.294,4.929507,0,0.4279572,6.4556514,7.79922,7.1044479,5.9994,302.94,16.59834,378.382158,5.189481,23.93226
0.206059392,22.2156,5.859414,0,0.4309569,5.6478114,76.49235,8.03285802,6.9993,333.234,19.09809,376.140402,12.49875,17.77248
0.191310867,22.2156,0,0,0.4309569,5.659929,70.19298,8.03285802,6.9993,333.234,19.09809,392.943474,18.458154,18.6813
0.339796017,22.2156,5.859414,0,0.4309569,6.1678584,34.89651,8.1344439,6.9993,333.234,19.09809,394.003764,9.159084,24.53814
0.196550343,22.2156,5.859414,0,0.4309569,6.2870148,79.19208,8.1344439,6.9993,333.234,19.09809,379.826172,10.148985,20.7009
0.164373561,22.2156,5.859414,0,0.4309569,6.4960434,49.09509,7.9031997,6.9993,333.234,19.09809,378.382158,9.519048,24.7401
0.190710927,22.2156,5.859414,0,0.4309569,6.7838364,17.49825,7.9031997,6.9993,333.234,19.09809,397.598652,6.559344,26.45676
0.14028597,22.2156,5.859414,0,0.4309569,6.5505726,12.9987,7.46918766,6.9993,333.234,19.09809,400.163544,5.89941,24.63912
0.214068591,22.2156,5.859414,0,0.4309569,6.5010924,8.89911,7.46918766,6.9993,333.234,19.09809,380.765286,3.589641,25.04304
0.082201779,22.2156,5.859414,0,0.4309569,7.0251786,6.79932,8.99398566,6.9993,333.234,19.09809,389.873682,3.529647,29.89008
0.368903106,22.2156,5.859414,0,0.4309569,8.3399382,8.39916,8.99398566,6.9993,333.234,19.09809,400.78962,3.539646,43.21944
0.048185181,80.784,3.639636,0,0.3919608,6.1678584,31.9968,9.31065894,0.9999,318.087,16.39836,396.740322,6.569343,22.11462
0.035476452,80.784,3.639636,0,0.3919608,5.9335848,19.09809,9.31065894,0.9999,318.087,16.39836,399.052764,9.249075,21.10482
0.015378462,90.882,3.749625,0,0.3939606,7.5270492,34.19658,6.39819378,2.9997,246.3912,15.89841,390.126132,3.109689,44.4312
0.611478846,20.196,3.969603,0,0.6469353,8.7892992,86.89131,1.8186498,4.9995,266.5872,12.9987,393.51906,5.119488,50.49
0.663443649,20.196,3.969603,0,0.6469353,7.4048634,99.99,1.91316708,4.9995,266.5872,12.9987,387.046242,7.789221,36.3528
0.656584335,20.196,3.969603,0,0.6469353,6.9090516,99.99,2.03040486,4.9995,266.5872,12.9987,395.770914,6.89931,30.39498
0.540055989,20.196,3.969603,0,0.6469353,7.2735894,81.79182,2.13279858,4.9995,266.5872,12.9987,396.64944,9.589041,34.13124
0.534066588,20.196,3.969603,0,0.6469353,7.593696,89.39106,2.16077004,4.9995,266.5872,12.9987,392.176026,7.259274,43.52238
0,20.196,3.969603,0,0.6469353,8.4803004,91.49085,2.3109273,4.9995,266.5872,12.9987,390.651228,5.909409,49.27824
0.825177474,20.196,3.969603,0,0.6469353,7.3988046,94.49055,2.09917224,4.9995,266.5872,12.9987,397.275516,11.248875,31.3038
0.550014993,20.196,3.969603,0,0.6469353,7.2766188,91.59084,1.94901498,4.9995,266.5872,12.9987,391.691322,8.09919,36.8577
0.761543838,20.196,3.969603,0,0.6469353,5.614488,62.79372,2.0059677,4.9995,266.5872,12.9987,396.24552,10.448955,23.02344
0.78562143,0,3.969603,0,0.6469353,7.0827372,84.59154,2.15380242,4.9995,266.5872,12.9987,387.833886,14.788521,31.00086
0.578282166,20.196,3.969603,0,0.5749425,8.3783106,66.9933,2.44533168,4.9995,266.5872,12.9987,388.308492,7.439256,50.49
0.54044595,20.196,3.969603,0,0.5749425,7.543206,52.59474,2.9001456,4.9995,266.5872,12.9987,394.12494,3.159684,43.9263
0.090640935,20.196,6.959304,1.0098,0.4639536,5.978016,61.49385,3.9558915,2.9997,225.1854,18.59814,395.175132,13.648635,20.90286
0.299130084,20.196,6.959304,0,0.4639536,5.9133888,42.09579,4.4724042,2.9997,225.1854,18.59814,392.45877,12.9987,21.30678
0.162093789,20.196,6.959304,0,0.4639536,6.301152,16.29837,4.4724042,2.9997,225.1854,18.59814,400.78962,0,25.44696
0.11458854,20.196,6.959304,0,0.4639536,6.6020724,58.69413,3.9558915,2.9997,225.1854,18.59814,398.830608,7.729227,24.63912
0.221857812,20.196,6.959304,1.0098,0.4639536,7.7663718,51.79482,4.4092917,2.9997,225.1854,18.59814,394.599546,6.579342,35.54496
0.056434356,40.392,6.409359,1.0098,0.4469553,6.8242284,32.89671,4.11756048,3.9996,256.4892,17.59824,400.78962,3.529647,32.71752
0.096030396,40.392,6.409359,0,0.4469553,6.9211692,42.79572,4.30911954,3.9996,256.4892,17.59824,400.78962,2.979702,32.3136
0.104679531,40.392,6.409359,1.0098,0.4469553,7.3382166,48.9951,4.83411456,3.9996,256.4892,17.59824,393.06465,6.049395,33.52536
0.061263873,40.392,6.409359,1.0098,0.4469553,6.8928948,27.59724,4.91045544,3.9996,256.4892,17.59824,397.30581,0,33.42438
0.079772022,40.392,6.409359,0,0.4469553,6.5455236,32.09679,4.18087494,3.9996,256.4892,17.59824,400.78962,7.189281,29.38518
0.210358962,20.196,3.329667,0,0.44285571,6.8787576,32.19678,4.14088686,4.9995,218.1168,14.89851,400.78962,4.849515,35.44398
0.035776422,20.196,3.329667,0,0.44285571,7.896636,64.49355,4.74070806,4.9995,218.1168,14.89851,391.105638,3.759624,45.84492
0.037046295,20.196,3.329667,0,0.44285571,7.0362864,0,5.29609806,4.9995,218.1168,14.89851,396.073854,4.589541,35.74692
0.061283871,20.196,3.329667,1.0098,0.44285571,7.719921,49.69503,5.26297662,4.9995,218.1168,14.89851,380.765286,3.009699,46.4508
0.015008499,90.882,1.209879,1.0098,0.4009599,8.0006454,24.79752,5.942673,0.9999,199.9404,13.59864,399.396096,3.159684,50.49
0.009059094,90.882,2.969703,0,0.39996,7.1574624,20.79792,7.37891154,0.9999,287.793,15.29847,398.588256,7.849215,32.51556
0.010958904,55.539,2.249775,0,0.3889611,6.5162394,31.89681,7.37891154,0.9999,302.94,15.29847,398.588256,8.229177,22.2156
0.019648035,80.784,1.759824,0,0.3849615,6.291054,0,9.17827416,0.9999,243.3618,18.19818,344.94768,12.928707,20.29698
0.038706129,53.0145,5.319468,0,0.4049595,6.2698482,31.29687,7.38890856,5.9994,295.8714,16.59834,400.78962,7.139286,23.42736
0,53.0145,5.319468,0,0.4049595,6.376887,45.59544,7.38890856,5.9994,295.8714,16.59834,400.78962,7.59924,22.51854
0.042965703,53.0145,5.319468,0,0.4049595,6.629337,22.89771,7.38890856,5.9994,295.8714,16.59834,375.362856,9.509049,25.04304
0.035016498,80.784,4.949505,0,0.4109589,6.9282378,27.89721,5.16684366,3.9996,247.401,19.19808,400.78962,3.329667,28.7793
0.078852114,80.784,4.949505,0,0.4109589,7.2180504,27.69723,5.16684366,3.9996,247.401,19.19808,400.78962,3.559644,37.66554
0.036146385,80.784,0,0,0.4109589,6.694974,23.39766,5.16684366,3.9996,247.401,19.19808,400.78962,4.69953,28.17342
0.082641735,0,13.918608,0,0.4369563,6.1870446,18.39816,5.55662646,3.9996,291.8322,15.9984,400.78962,8.579142,24.13422
0.081981801,0,13.918608,0,0.4369563,6.0678882,42.29577,5.55662646,3.9996,291.8322,15.9984,400.78962,10.39896,21.91266
0.129307068,0,13.918608,0,0.4369563,6.7434444,31.09689,6.01881192,3.9996,291.8322,15.9984,400.78962,6.269373,28.88028
0.053714628,0,13.918608,0,0.4369563,6.6131802,50.9949,6.01881192,3.9996,291.8322,15.9984,396.69993,7.389261,27.36558
0.141015897,0,0,0,0.4369563,5.846742,57.9942,6.381936,3.9996,291.8322,15.9984,400.78962,15.838416,20.49894
0.064653534,70.686,2.239776,0,0.39996,6.407181,20.09799,7.90451244,4.9995,361.5084,14.79852,371.848752,4.969503,22.7205
0.055604439,70.686,2.239776,0,0.39996,7.1100018,9.999,7.90451244,4.9995,361.5084,14.79852,375.221484,4.739526,29.2842
0.044165583,70.686,2.239776,0,0.39996,6.9383358,47.39526,7.90451244,4.9995,361.5084,14.79852,394.690428,6.069393,25.04304
0.035366463,0,6.089391,0,0.4329567,6.654582,40.39596,5.54551866,6.9993,332.2242,16.09839,399.62835,9.49905,22.2156
0,34.3332,6.089391,0,0.4329567,6.558651,18.39816,5.54551866,6.9993,332.2242,16.09839,387.369378,8.669133,26.65872
0.09999,0,6.089391,0,0.4329567,7.0504236,17.69823,5.54551866,6.9993,332.2242,16.09839,394.256214,4.859514,33.42438
0.055144485,33.3234,2.179782,0,0.4719528,7.3069128,41.09589,4.0614156,6.9993,224.1756,18.39816,397.538064,6.929307,36.45378
0.054784521,33.3234,0,0,0.4719528,6.6808368,58.09419,3.403026,6.9993,224.1756,18.39816,397.214928,8.929107,28.67832
0.075022497,33.3234,2.179782,0,0.4719528,7.492716,71.89281,3.12957216,6.9993,224.1756,18.39816,400.78962,6.469353,33.72732
0.049315068,33.3234,2.179782,0,0.4719528,6.9161202,70.29297,3.21389046,6.9993,224.1756,18.39816,400.78962,7.529247,28.47636
0.492930702,0,9.89901,0,0.5439456,6.700023,82.49175,3.3500115,3.9996,306.9792,18.39816,400.78962,4.539546,23.02344
0.34936506,0,9.89901,0,0.5439456,6.0305256,76.69233,3.1329045,3.9996,306.9792,18.39816,400.123152,9.969003,20.49894
2.635216452,0,9.89901,0,0.5439456,5.0217354,37.79622,2.54409012,3.9996,306.9792,18.39816,353.88441,12.638736,16.25778
0.790330959,0,9.89901,0,0.5439456,6.1819956,52.79472,2.66617494,3.9996,306.9792,18.39816,400.78962,5.979402,22.31658
0.261663831,0,9.89901,0,0.5439456,6.0820254,90.39096,2.8617732,3.9996,306.9792,18.39816,400.18374,11.718828,19.59012
0.269353062,0,9.89901,0,0.5439456,6.3274068,82.79172,3.29477544,3.9996,306.9792,18.39816,397.245222,7.89921,21.81168
0.36916308,0,9.89901,0,0.5439456,6.6313566,87.29127,3.63760254,3.9996,306.9792,18.39816,399.567762,9.279072,24.03324
0.253534644,0,9.89901,0,0.5439456,5.760909,77.69223,3.983661,3.9996,306.9792,18.39816,400.304916,11.49885,16.35876
0.318238173,0,9.89901,0,0.5439456,5.9719572,0,4.03778628,3.9996,306.9792,18.39816,394.52886,18.328167,17.97444
0.245195478,0,9.89901,0,0.5439456,5.8386636,71.69283,4.07121066,3.9996,306.9792,18.39816,400.78962,15.938406,19.99404
0.401979798,0,9.89901,0,0.5439456,6.4445436,67.19328,3.5671185,3.9996,306.9792,18.39816,399.083058,10.358964,23.32638
0.475422453,0,9.89901,0,0.5439456,6.1729074,58.79412,4.04111862,3.9996,306.9792,18.39816,400.113054,12.728727,21.2058
0.16758324,0,7.379262,0,0.4929507,6.4889748,52.29477,4.58489592,4.9995,289.8126,19.59804,400.78962,7.19928,24.03324
0.181571841,0,7.379262,0,0.4929507,6.4384848,54.29457,4.58489592,4.9995,289.8126,19.59804,400.78962,6.869313,23.32638
0.351104886,0,7.379262,0,0.4929507,6.1002018,49.89501,4.76736678,4.9995,289.8126,19.59804,400.78962,7.69923,20.59992
0.283891608,0,7.379262,0,0.4929507,5.7639384,74.29257,4.76736678,4.9995,289.8126,19.59804,394.963074,11.738826,18.6813
0.341055891,0,7.379262,0,0.4929507,6.477867,40.09599,4.76736678,4.9995,289.8126,19.59804,400.78962,6.119388,25.245
0.191840814,0,7.379262,0,0.4929507,6.4940238,14.69853,5.46897582,4.9995,289.8126,19.59804,397.538064,5.079492,24.84108
0.303439653,0,7.379262,0,0.4929507,6.3738576,28.89711,5.46897582,4.9995,289.8126,19.59804,400.78962,6.149385,23.2254
0.241005897,0,7.379262,0,0.4929507,6.1426134,43.69563,5.46897582,4.9995,289.8126,19.59804,400.78962,12.788721,22.41756
0.066163383,0,3.239676,0,0.459954,5.9255064,25.79742,5.26570308,3.9996,434.214,16.89831,386.187912,9.969003,19.48914
0.067233276,0,3.239676,0,0.459954,6.3950634,17.19828,5.26570308,3.9996,434.214,16.89831,378.887058,7.339266,22.82148
0.045435456,0,3.239676,0,0.459954,6.2042112,32.19678,5.93116128,3.9996,434.214,16.89831,372.181986,9.089091,19.99404
0.050224977,35.343,6.059394,0,0.43785621,5.7619188,28.39716,6.70577886,0.9999,306.9792,16.89831,397.881396,12.428757,17.26758
0.034656534,0,6.059394,0,0.43785621,6.0901038,23.29767,6.70577886,0.9999,306.9792,16.89831,365.80005,7.829217,19.59012
0.050824917,0,5.189481,0,0.5149485,6.3778968,38.09619,6.52169232,4.9995,226.1952,20.19798,393.529158,5.679432,22.41756
0.037376262,0,5.189481,0,0.5149485,6.371838,38.49615,6.52169232,4.9995,226.1952,20.19798,393.21612,6.749325,20.90286
0.039606039,0,5.189481,0,0.5149485,6.0961626,34.49655,6.04395594,4.9995,226.1952,20.19798,400.78962,8.009199,21.30678
0.034266573,0,5.189481,0,0.5149485,5.9265162,46.29537,5.28236478,4.9995,226.1952,20.19798,400.78962,9.79902,19.6911
0.030406959,0,5.189481,0,0.5149485,5.952771,59.59404,5.670027,4.9995,226.1952,20.19798,398.679138,10.558944,18.6813
0.033056694,0,5.189481,0,0.5149485,6.1183782,37.29627,4.85935956,4.9995,226.1952,20.19798,400.022172,8.509149,20.80188
0.054964503,0,5.189481,0,0.5149485,6.043653,45.39546,4.85935956,4.9995,226.1952,20.19798,400.78962,9.739026,19.1862
0.061503849,0,5.189481,0,0.5149485,6.0264864,58.49415,4.85935956,4.9995,226.1952,20.19798,400.78962,9.289071,18.88326
0.013008699,35.343,1.519848,0,0.4419558,7.3119618,49.29507,7.10687142,0.9999,286.7832,15.49845,398.608452,5.489451,33.02046
0.024977502,0,1.889811,0,0.5179482,6.604092,59.69403,6.32831562,0.9999,426.1356,15.89841,393.781608,8.649135,16.6617
0.025427457,55.539,3.779622,0,0.4839516,6.7616208,56.39436,5.78827458,4.9995,373.626,17.59824,400.78962,7.179282,24.13422
0.030486951,55.539,0,0,0.4839516,6.9413652,28.09719,6.52876092,4.9995,373.626,17.59824,391.772106,4.609539,31.50576
0.031126887,0,4.389561,0,0.4419558,6.0729372,48.49515,8.09213328,2.9997,355.4496,18.79812,389.419272,10.528947,17.6715
0.061613838,0,4.389561,0,0.4419558,5.9558004,52.29477,8.09213328,2.9997,355.4496,18.79812,368.183178,12.668733,17.36856
0.01869813,85.833,4.149585,0,0.4289571,6.5798568,27.69723,8.61894594,3.9996,354.4398,17.89821,396.275814,6.359364,23.32638
0.015008499,80.784,2.009799,0,0.4349565,6.700023,29.69703,8.4257712,3.9996,282.744,16.9983,394.771212,5.989401,24.7401
0.028987101,40.392,1.249875,0,0.4289571,7.0070022,34.49655,8.87826258,0.9999,338.283,19.69803,393.67053,0,26.86068
0.062103789,0,1.249875,0,0.4289571,6.553602,44.39556,8.87826258,0.9999,338.283,19.69803,400.78962,0,23.12442
0.07949205,60.588,1.689831,0,0.4109589,6.6434742,35.89641,10.81526094,3.9996,415.0278,18.29817,374.413644,5.489451,24.33618
0.072432756,60.588,1.689831,0,0.4109589,5.9416632,18.49815,10.81526094,3.9996,415.0278,18.29817,396.174834,7.789221,18.78228
0.017088291,90.882,2.019798,0,0.409959,6.7939344,36.09639,12.2453397,4.9995,188.8326,16.9983,388.227708,4.49955,30.39498
0.043005699,80.784,1.909809,0,0.4129587,5.7184974,21.89781,10.68943986,3.9996,337.2732,21.9978,386.55144,8.049195,18.37836
0.106579341,0,1.909809,0,0.4129587,5.9941728,0,10.68943986,3.9996,337.2732,21.9978,379.725192,5.569443,20.80188
8.982061704,0,18.09819,1.0098,0.769923,6.2728776,97.39026,2.14299756,23.9976,672.5268,20.19798,381.431754,17.59824,17.97444
3.84931503,0,18.09819,1.0098,0.769923,6.457671,90.9909,2.52975096,23.9976,672.5268,20.19798,395.175132,13.268673,21.91266
5.201249823,0,18.09819,1.0098,0.769923,6.1870446,83.39166,2.74938246,23.9976,672.5268,20.19798,399.305214,11.478852,22.92246
4.260883869,0,0,0,0.769923,6.1718976,81.29187,2.53368918,23.9976,672.5268,20.19798,394.569252,12.668733,22.82148
4.541465808,0,18.09819,0,0.769923,6.4607004,87.9912,2.54287836,23.9976,672.5268,20.19798,378.230688,7.789221,25.245
3.836456316,0,18.09819,0,0.769923,6.3122598,91.09089,2.3179959,23.9976,672.5268,20.19798,354.08637,14.188581,20.09502
3.677852178,0,18.09819,0,0.769923,5.4145476,96.19038,2.12421528,23.9976,672.5268,20.19798,384.521742,10.188981,21.00384
4.221967761,0,18.09819,1.0098,0.769923,5.8598694,88.9911,1.92336606,23.9976,672.5268,20.19798,356.499792,14.638536,16.96464
3.473932572,0,18.09819,1.0098,0.7179282,8.866044,82.89171,1.92336606,23.9976,672.5268,20.19798,358.02459,5.289471,22.11462
4.555414413,0,18.09819,0,0.7179282,3.5958978,87.89121,1.62900936,23.9976,672.5268,20.19798,358.17606,7.119288,27.7695
3.696580305,0,18.09819,0,0.7179282,5.0116374,91.39086,1.76947254,23.9976,672.5268,20.19798,319.127094,13.9986,22.11462
13.52084778,0,18.09819,0,0.6309369,3.9008574,99.99,1.52540388,23.9976,672.5268,20.19798,132.707916,13.328667,23.32638
4.897730178,0,18.09819,0,0.6309369,5.018706,0,1.3455585,23.9976,672.5268,20.19798,379.200096,3.259674,50.49
0,0,18.09819,1.0098,0.6309369,6.7484934,96.79032,1.36999566,23.9976,672.5268,20.19798,379.008234,3.729627,50.49
6.538106124,0,18.09819,1.0098,0.6309369,7.0847568,97.49025,1.21418352,23.9976,672.5268,20.19798,395.89209,2.959704,50.49
9.23137677,0,18.09819,0,0.6309369,6.2769168,99.99,1.18055718,23.9976,672.5268,20.19798,369.73827,9.529047,50.49
8.266423275,0,18.09819,1.0098,0.6679332,5.932575,89.59104,1.14067008,23.9976,672.5268,20.19798,351.289224,8.879112,50.49
11.10698919,0,18.09819,0,0.6679332,4.9540788,99.99,1.18570716,23.9976,672.5268,20.19798,400.78962,34.766523,13.93524
18.49635018,0,18.09819,0,0.6679332,4.1785524,99.99,1.1481426,23.9976,672.5268,20.19798,400.78962,37.966203,13.93524
19.60713909,0,18.09819,0,0.6709329,7.3846674,97.89021,1.32919974,23.9976,672.5268,20.19798,400.78962,13.438656,15.147
15.2864712,0,18.09819,0,0.6709329,6.7141602,93.29067,1.35808002,23.9976,672.5268,20.19798,366.577596,0,14.03622
9.822507651,0,18.09819,0,0.6709329,6.8605812,98.79012,1.3713084,23.9976,672.5268,20.19798,400.78962,21.237876,13.43034
23.64583518,0,18.09819,0,0.6709329,6.442524,96.19038,1.39968378,23.9976,672.5268,20.19798,400.78962,23.687631,13.22838
17.86491333,0,18.09819,0,0.6709329,6.2839854,99.99,1.39968378,23.9976,672.5268,20.19798,397.598652,21.777822,10.29996
88.96730238,0,18.09819,0,0.6709329,7.0362864,91.89081,1.4303817,23.9976,672.5268,20.19798,400.78962,17.208279,10.50192
15.87281256,0,18.09819,0,0.6709329,6.609141,99.09009,1.53408816,23.9976,672.5268,20.19798,400.78962,21.077892,11.00682
9.186101298,0,18.09819,0,0.69993,5.5902528,99.99,1.59588792,23.9976,672.5268,20.19798,400.78962,23.59764,11.41074
7.991680752,0,18.09819,0,0.69993,5.574096,99.99,1.54812438,23.9976,672.5268,20.19798,400.78962,0,12.42054
20.08289151,0,18.09819,0,0.69993,4.4108064,91.19088,1.4536071,23.9976,672.5268,20.19798,288.631134,30.626937,8.88624
16.81011882,0,18.09819,0,0.69993,5.3287146,98.09019,1.44007578,23.9976,672.5268,20.19798,400.78962,30.806919,7.27056
24.39136062,0,18.09819,0,0.69993,4.6975896,99.99,1.48157856,23.9976,672.5268,20.19798,400.78962,28.277172,10.6029
22.59484029,0,18.09819,0,0.69993,5.049,89.49105,1.53328032,23.9976,672.5268,20.19798,400.78962,31.986801,7.47252
14.33226663,0,18.09819,0,0.69993,4.927824,99.99,1.6050771,23.9976,672.5268,20.19798,376.574616,30.616938,10.29996
8.150924826,0,18.09819,0,0.69993,5.442822,98.89011,1.74503538,23.9976,672.5268,20.19798,400.78962,20.847915,11.6127
6.961453785,0,18.09819,0,0.69993,5.7689874,96.9903,1.9453797,23.9976,672.5268,20.19798,398.295414,17.108289,15.24798
5.292520695,0,18.09819,0,0.69993,6.1102998,82.49175,2.18904444,23.9976,672.5268,20.19798,382.088124,18.758124,23.42736
11.57674221,0,18.09819,0,0.69993,5.0853528,96.9903,1.787346,23.9976,672.5268,20.19798,400.78962,25.677432,9.79506
0,0,18.09819,0,0.6929307,6.2536914,92.59074,1.80875376,23.9976,672.5268,20.19798,400.78962,15.168483,13.93524
0,0,18.09819,0,0.6929307,5.9446926,94.69053,1.79956458,23.9976,672.5268,20.19798,400.78962,16.348365,12.82446
8.715878325,0,18.09819,0,0.6929307,6.5344158,98.79012,1.74261186,23.9976,672.5268,20.19798,395.821404,17.118288,13.22838
5.871462795,0,18.09819,0,0.6929307,6.467769,95.9904,1.69323264,23.9976,672.5268,20.19798,400.78962,19.368063,12.6225
7.671252798,0,18.09819,0,0.6929307,5.8033206,98.89011,1.64940732,23.9976,672.5268,20.19798,396.95238,19.918008,8.5833
38.34796482,0,18.09819,0,0.6929307,5.5064394,99.99,1.50419808,23.9976,672.5268,20.19798,400.78962,30.586941,5.049
9.915558345,0,18.09819,0,0.6929307,5.9093496,77.79222,1.51510392,23.9976,672.5268,20.19798,341.473968,29.967003,6.36174
25.04359539,0,18.09819,0,0.6929307,6.0456726,99.99,1.60437024,23.9976,672.5268,20.19798,400.78962,26.767323,5.65488
14.23477638,0,18.09819,0,0.6929307,6.4051614,99.99,1.58952618,23.9976,672.5268,20.19798,400.78962,20.317968,7.27056
9.594750429,0,18.09819,0,0.6929307,6.4667592,99.99,1.6550622,23.9976,672.5268,20.19798,379.795878,20.307969,12.21858
24.79921983,0,18.09819,0,0.6929307,5.4014202,95.9904,1.71948744,23.9976,672.5268,20.19798,400.78962,19.768023,8.38134
41.52504708,0,18.09819,0,0.6929307,5.5852038,85.39146,1.62315252,23.9976,672.5268,20.19798,332.688708,27.377262,8.5833
67.91400792,0,18.09819,0,0.6929307,5.7386934,99.99,1.43936892,23.9976,672.5268,20.19798,388.742706,22.977702,5.049
20.71412838,0,0,0,0.6589341,4.1785524,99.99,1.18964538,23.9976,672.5268,20.19798,373.848156,23.337666,12.01662
11.94990489,0,18.09819,0,0.6589341,5.6629584,99.99,1.29779496,23.9976,672.5268,20.19798,335.344482,0,28.17342
7.403149611,0,18.09819,0,0.5969403,5.6720466,97.89021,1.46895606,23.9976,672.5268,20.19798,317.723472,26.39736,17.36856
0,0,18.09819,0,0.5969403,6.9191496,99.99,1.4798619,23.9976,672.5268,20.19798,181.117728,19.778022,27.7695
51.13068642,0,18.09819,0,0.5969403,5.8134186,99.99,1.4268474,23.9976,672.5268,20.19798,2.62548,10.108989,15.147
14.04929493,0,18.09819,0,0.5969403,6.7222386,99.99,1.5424695,23.9976,672.5268,20.19798,35.39349,21.217878,17.36856
18.8091189,0,18.09819,0,0.5969403,4.6733544,99.99,1.56912822,23.9976,672.5268,20.19798,29.072142,34.366563,18.07542
28.65293442,0,18.09819,0,0.5969403,5.205519,99.99,1.60497612,23.9976,672.5268,20.19798,213.037506,20.077992,16.45974
45.74152539,0,18.09819,0,0.6929307,4.5632862,99.99,1.67445036,23.9976,672.5268,20.19798,89.135046,36.976302,7.0686
18.08279154,0,18.09819,0,0.6789321,6.4970532,99.99,1.85268006,23.9976,672.5268,20.19798,27.51705,29.047095,7.27056
10.83311658,0,18.09819,0,0.6789321,6.8484636,90.79092,1.8373311,23.9976,672.5268,20.19798,21.781386,25.787421,7.5735
25.93800594,0,18.09819,0,0.6789321,5.3559792,89.09109,1.6636455,23.9976,672.5268,20.19798,128.608128,26.637336,10.50192
73.52674659,0,18.09819,0,0.6789321,6.0153786,99.99,1.82026548,23.9976,672.5268,20.19798,16.61121,20.617938,8.88624
11.81111877,0,18.09819,0,0.7179282,6.8908752,76.49235,1.8115812,23.9976,672.5268,20.19798,48.92481,22.737726,8.48232
11.08629126,0,18.09819,0,0.7179282,6.4738278,99.99,1.87711722,23.9976,672.5268,20.19798,321.87375,15.018498,16.86366
7.021887741,0,18.09819,0,0.7179282,6.0648588,95.29047,1.89297108,23.9976,672.5268,20.19798,323.115804,15.69843,14.33916
12.04699518,0,18.09819,0,0.6139386,5.7033504,87.59124,1.97032176,23.9976,672.5268,20.19798,294.40719,14.09859,21.00384
7.049714958,0,18.09819,0,0.6139386,6.1628094,0,2.04161364,23.9976,672.5268,20.19798,2.544696,23.287671,13.53132
8.791240788,0,18.09819,0,0.5839416,5.619537,70.59294,2.0837223,23.9976,672.5268,20.19798,3.68577,17.158284,11.81466
15.85871397,0,18.09819,0,0.6789321,5.9537808,95.39046,1.92831408,23.9976,672.5268,20.19798,7.755264,24.387561,8.38134
0,0,18.09819,0,0.5839416,5.8942026,59.69403,2.01717648,23.9976,672.5268,20.19798,24.89157,15.688431,10.29996
